Manufacturer,Model,Price,Transmission,Power,EngineCC,Fuel,Male,Female,Total
Alfa-Romeo,159,43.26150943,5.905660377,135.3773585,2276,diesel,"3,320",486,"3,994"
Honda,Stream,27.935,5,103.5,1833,petrol,"2,404","1,263","3,955"
Ford,Explorer,76.71,0,336,0,petrol,"3,047",716,"3,910"
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199,petrol,"2,315","1,357","3,830"
Ford,Probe,24.84,5,102,2244,petrol,"2,845",743,"3,733"
Ford,Capri,11.7129,4,69,1864.8,petrol,"3,225",408,"3,712"
Toyota,Supra,81.295,8,250,2998,petrol,"3,214",375,"3,704"
Audi,Q5,64.50769231,6.846153846,144.2307692,2048.538462,diesel,"2,345","1,140","3,701"
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498,petrol,"2,200","1,311","3,685"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"2,940",589,"3,671"
Nissan,Pixo,9.465666667,4.666666667,50,996,petrol,"1,470","2,050","3,670"
Aston-Martin,Vantage,360.755,6,410,5341,petrol,"3,251",290,"3,664"
Volkswagen,Corrado,35.34,5,118,1781,petrol,"3,095",421,"3,653"
Honda,Concerto,16.67175,4.5,74,1541.5,petrol,"2,242","1,202","3,634"
Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,diesel,"1,894","1,536","3,616"
Aston-Martin,DB9,273.755,6,381,5935,petrol,"3,106",257,"3,471"
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,petrol,"2,640",707,"3,448"
BMW,M550i,134.789,8,390,4395,petrol,"3,098",192,"3,414"
Mazda,121,13.191,5,51.33333333,1431.333333,petrol,"1,446","1,739","3,365"
Honda,Shuttle,30.081,4,110,2254,petrol,"2,235",874,"3,334"
Mitsubishi,Grandis,30.839,4.6,121,2378,petrol,"2,085","1,052","3,326"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"2,951",270,"3,300"
Ssangyong,Rexton,54.2675,5.666666667,114,1998,diesel,"2,250",741,"3,133"
Chevrolet,Captiva,55.62,6,145.75,2460.75,petrol,"1,900",988,"3,065"
Audi,RS4,121.77,6.666666667,316.3333333,3740,petrol,"2,631",279,"3,031"
Audi,100,37.32636,4.76,101.12,2349.08,petrol,"2,443",460,"3,024"
Subaru,Justy,11.745,5,51,998,petrol,"1,402","1,392","2,979"
Ford,Orion,15.40377778,5,60.11111111,1593.111111,petrol,"2,278",584,"2,938"
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,"2,459",357,"2,917"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"2,114",566,"2,883"
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,petrol,"1,958",741,"2,838"
Mazda,Xedos,28.9602,4.4,100.8,1936.6,petrol,"2,170",522,"2,826"
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,petrol,"2,024",627,"2,785"
Fiat,Sedici,21.91166667,4.666666667,88,1586,petrol,"1,420","1,202","2,744"
Toyota,Hilux,46.60136364,6,110,2393,diesel,"2,172",384,"2,660"
Kia,Mentor,14.76166667,4.666666667,75,1594,petrol,"1,581",830,"2,514"
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,petrol,"1,390",960,"2,453"
Skoda,Favorit,7.863333333,5,44,1289,petrol,"1,715",644,"2,453"
Aston-Martin,DB7,158.823,4.5,250,3228,petrol,"2,046",199,"2,365"
Nissan,Murano,87.487,0,188,3498,petrol,"1,577",653,"2,337"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"1,727",450,"2,315"
BMW,X6,125.49625,8,282.25,3344.75,petrol,"1,866",354,"2,299"
Honda,Legend,69.397,5,173,3358.666667,petrol,"1,939",249,"2,298"
Mazda,Tribute,38.025,4.5,129.5,2614,petrol,"1,424",746,"2,271"
Mercedes,R,88.77777778,7,190,3377.444444,petrol,"1,556",562,"2,246"
Mercedes,Vaneo,28.96891667,5,72.625,1707.125,petrol,"1,368",718,"2,240"
Honda,Logo,13.382,2.5,48,1343,petrol,719,"1,317","2,167"
Daihatsu,Copen,23.8115,5,64,1298,petrol,564,"1,400","2,137"
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,petrol,"1,704",280,"2,090"
Kia,Soul,33.495,0,81,285,automatic,"1,274",770,"2,072"
Dodge,Nitro,47.881,5.111111111,141.4444444,3106.666667,diesel,"1,492",504,"2,052"
Alfa-Romeo,146,18.19842857,5,87.71428571,1696.428571,petrol,"1,397",468,"1,952"
Alfa-Romeo,Brera,53.10142857,6,163.7142857,2679.285714,petrol,"1,528",317,"1,944"
Volkswagen,Transporter,35.37645833,6,103.0833333,1968,diesel,"1,464",369,"1,925"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"1,603",222,"1,883"
Chrysler,Sebring,37.471875,5.5,114.5,2167.5,petrol,"1,383",413,"1,858"
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,petrol,"1,510",159,"1,745"
Honda,Insight,24.612,0,72,1339,petrol,"1,167",456,"1,734"
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,petrol,"1,233",389,"1,712"
Mercedes,GLK,59.05425,6.75,144.375,2417.875,diesel,"1,181",359,"1,630"
Alfa-Romeo,145,17.42714286,5,87.71428571,1696.428571,petrol,"1,156",401,"1,629"
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,diesel,"1,233",313,"1,606"
Peugeot,4007,42.93428571,3.857142857,122.1428571,2308.285714,petrol,"1,072",480,"1,605"
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,diesel,964,524,"1,570"
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,petrol,"1,208",262,"1,536"
Toyota,Paseo,15.764,5,66,1497,petrol,807,638,"1,526"
Lexus,GS,78.47722222,0.888888889,224.7777778,3196.555556,petrol,"1,283",139,"1,514"
Lexus,RX,88.46428571,0,230,3456,petrol,930,435,"1,457"
Daewoo,Espero,16.80266667,4.5,71,1764,petrol,"1,037",301,"1,394"
Porsche,Carrera,646.605,6,450,5733,petrol,"1,228",104,"1,392"
Mazda,MPV,35.29583333,5,102,2129,petrol,874,434,"1,391"
Citroen,XM,36.35965,4.55,110.5,2345.1,petrol,"1,114",162,"1,351"
Audi,RS6,175.835,7,433.5,4493.5,petrol,"1,189",97,"1,337"
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,diesel,"1,014",235,"1,290"
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,petrol,"1,144",81,"1,285"
Ford,Mustang,74.609,3.2,239.2,3640.2,petrol,"1,153",105,"1,282"
Audi,R8,226.3833333,6.5,368.6666667,4857,petrol,"1,129",84,"1,268"
BMW,850i,111.993,5,220,4988,petrol,"1,088",112,"1,259"
Opel,Zafira,35.27,6,112.0714286,1574.428571,petrol,758,415,"1,259"
Ferrari,F430,260.287,6,360,4308,petrol,"1,167",52,"1,257"
Fiat,Croma,34.33029412,5.588235294,105,1962.058824,diesel,913,274,"1,218"
Daihatsu,Move,12.924,4,43,989,petrol,576,564,"1,216"
Toyota,Urban,20.21333333,6,74,1329,petrol,659,480,"1,216"
Porsche,928,110.0985,5,235,4957,petrol,"1,023",65,"1,149"
Audi,S5,105.465,8,257.5,2981,petrol,965,117,"1,138"
Citroen,C-Crosser,35.72526667,4.4,121,2287.6,petrol,793,302,"1,118"
Honda,CRX,28.735,4.666666667,100.6666667,1590,petrol,730,335,"1,112"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,683,362,"1,097"
Citroen,Nemo,13.44125,5,54.5,1304,petrol,712,317,"1,068"
TVR,Tuscan,107.7,5,274,3800.5,petrol,940,67,"1,047"
Renault,Vel,51.6415625,5.375,126.5,2376.75,petrol,842,161,"1,046"
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,petrol,784,178,"1,003"
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,516891,580488,1144018
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,645236,340499,1027918
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,433589,279849,756662
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,268726,386211,686998
Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,513891,110402,646846
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,199330,339260,568218
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,401739,131716,562496
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,181696,310229,521953
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,278090,209762,515146
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,195957,283920,511265
Ford,Ka+,15.46,5,60.8,1196,petrol,107210,303170,432018
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,246736,140616,409448
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,207691,"87,928",307828
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,181714,101938,295529
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,"94,656",162704,278060
Peugeot,307,27.46483636,4.872727273,86.45454545,1723,petrol,142204,112139,267343
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,195958,"44,619",254080
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,177261,"60,713",253299
Peugeot,306,18.64264,4.84,67,1698.64,petrol,150608,"88,015",250314
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,176367,"50,852",239059
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,136248,"87,260",238211
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,"97,156",109354,216167
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,121072,"68,898",200522
Renault,Laguna,34.02059211,5.552631579,99,1920.026316,diesel,143192,"38,041",189345
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"81,953","90,003",179179
Mini,Cooper,31.38814286,6.714285714,111,1711.571429,petrol,"61,578",106659,178584
Rover,2000,17.182,5,74,1994,petrol,104853,"65,633",178541
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,104782,"55,670",168658
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,131093,"28,542",167288
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,125112,"29,350",164072
BMW,535i,93.71425,8,225,2979,petrol,134480,"20,480",163235
Land-Rover,Discovery,107.4521429,8,182.5714286,2425.428571,diesel,124011,"31,969",162450
Honda,Jazz,26.3525,0,80,1498,petrol,"63,510","79,440",151010
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,"82,986","52,275",143593
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,"76,171","59,101",141902
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,102081,"27,744",136796
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,105562,"18,354",132278
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,100733,"22,059",130348
Citroen,C3,22.90364865,5.405405405,75.64864865,1364,petrol,"47,376","65,833",118729
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"53,689","55,338",116880
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"44,752","59,375",112009
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"52,311","52,053",109005
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"61,475","41,262",107851
Peugeot,207,21.70216667,4.9,79.76666667,1536,petrol,"41,226","59,650",105681
Saab,9-3X,49.28583333,6,145,1963.666667,petrol,"72,714","25,008",103544
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"67,291","28,718",100961
Skoda,Octavia,30.65053846,6.346153846,95,1136.692308,petrol,"76,053","17,548","97,647"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"40,001","43,304","88,949"
Rover,75,39.35238095,5,98.04761905,1928.714286,petrol,"72,599","12,467","88,443"
Jaguar,XE,65.56875,8,167.25,1998,petrol,"70,246","13,476","86,982"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"66,309","14,186","83,649"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"44,076","30,788","79,703"
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"60,074","14,527","79,392"
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"61,994","11,099","77,170"
Mini,One,24.09525,6.25,68.75,1498.25,petrol,"19,791","52,312","76,350"
BMW,118i,37.4265,6.2,104.2,1796.6,petrol,"36,108","31,073","71,102"
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"50,530","15,996","70,495"
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"46,613","19,133","68,192"
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"37,783","27,702","67,988"
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"37,690","23,971","65,242"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"27,264","32,423","64,732"
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"49,727","11,908","64,210"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"16,349","43,438","63,956"
Rover,45,23.322,3.75,84.2,1853.9,petrol,"45,493","14,893","62,716"
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"34,070","23,742","61,684"
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041,petrol,"39,280","17,343","60,027"
Hyundai,Getz,13.63642857,4.714285714,69,1424.857143,petrol,"27,258","30,451","59,765"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"33,050","23,482","59,442"
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"39,299","15,927","58,570"
Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,"35,945","16,348","54,171"
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"44,502","6,131","52,798"
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,petrol,"37,375","10,808","51,154"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"34,208","13,845","50,613"
Citroen,C2,15.14,5,64,1382.75,petrol,"20,175","27,016","48,947"
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"34,992","11,709","48,863"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"38,475","8,330","48,588"
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,"28,129","18,188","48,248"
Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"16,110","28,620","47,596"
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"34,187","10,765","47,236"
MG,ZR,21.02333333,5,92.33333333,1729.333333,petrol,"27,726","17,102","46,540"
BMW,X5,113.2693333,8,246.3333333,2994.666667,diesel,"33,694","10,334","45,992"
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"36,852","7,142","45,705"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"40,000","3,847","45,678"
Skoda,Felicia,11.370625,5,48,1518,petrol,"27,025","16,152","45,401"
Citroen,Berlingo,27.4386,6.34,85.28,1452,diesel,"29,384","12,929","44,234"
Saab,9-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"34,654","6,782","43,801"
Mercedes,ML,77.41666667,7,188.3333333,2876,diesel,"29,134","12,152","43,641"
Peugeot,107,11.14333333,5,50,998,petrol,"13,353","27,841","43,108"
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,"34,308","6,813","42,593"
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"17,858","20,866","41,699"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"18,647","20,896","41,627"
Fiat,Panda,10.42388889,5,52.44444444,1095.777778,petrol,"17,630","21,444","41,157"
Renault,Espace,59,7,166,1798,petrol,"27,545","10,659","40,353"
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,petrol,"31,264","7,269","40,282"
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,"23,394","13,959","39,710"
Kia,Picanto,16.59192308,5,52.84615385,998,petrol,"13,668","24,281","39,624"
Toyota,Aygo,15.20916667,5,53,998,petrol,"12,514","23,505","39,164"
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"23,621","13,556","38,849"
Peugeot,205,13.11525,4.75,50.875,1430.75,petrol,"22,240","14,528","38,577"
Fiat,Brava,17.22277778,4.888888889,70,1615.333333,petrol,"21,542","14,391","38,075"
Volkswagen,Sharan,45.6995,6,114,1854.2,diesel,"25,663","9,542","37,892"
Citroen,ZX,16.05676923,4.923076923,67,1703.153846,petrol,"24,025","11,909","37,823"
Fiat,Seicento,8.17,5,40,1108,petrol,"12,579","22,620","37,131"
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,petrol,"26,570","6,294","34,516"
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"21,669","10,425","33,730"
Suzuki,Wagon,9.8628,5,50,1090.4,petrol,"16,220","14,997","33,445"
Citroen,C1,13.48615385,5,52.38461538,1028.923077,petrol,"12,367","18,943","32,497"
Volvo,S60,52.085,8,223.8333333,1969,petrol,"25,932","4,578","32,142"
Kia,Rio,22.95871429,6.285714286,80,998,petrol,"18,545","12,052","31,734"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"26,883","2,983","31,183"
Toyota,MR2,34.19,6,103,1794,petrol,"19,391","10,055","30,900"
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,petrol,"15,220","13,455","30,513"
Peugeot,405,20.43008333,4.791666667,69.875,1773,petrol,"23,591","5,508","30,298"
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,"21,393","7,129","30,045"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"11,433","15,257","29,269"
Mazda,2,21.6,6,64.625,1496,petrol,"12,089","15,034","28,314"
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,petrol,"19,295","6,707","27,790"
Suzuki,Jimny,25.94322222,4.777777778,67,1372.666667,petrol,"12,083","13,642","27,786"
Citroen,AX,10.83275,5,45,1242,petrol,"13,582","12,259","27,164"
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,petrol,"21,017","4,653","26,983"
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,petrol,"8,266","16,820","26,621"
Fiat,Bravo,22.455,6,92.30769231,1466.307692,petrol,"14,959","10,269","26,495"
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,petrol,"15,998","8,933","26,373"
Porsche,Boxster,83.50125,6.5,213.5,3071,petrol,"18,793","6,030","26,279"
Mazda,626,20.7195,4.71875,81.375,1950.90625,petrol,"19,294","5,596","26,162"
Nissan,Note,19.31857143,5,66.42857143,1348.285714,diesel,"13,949","9,384","26,060"
Toyota,Previa,43.08,4.666666667,105,2239.666667,petrol,"17,116","6,767","25,701"
Toyota,Starlet,11.389,4.142857143,53,1308.285714,petrol,"9,672","13,848","24,914"
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,petrol,"14,916","8,492","24,746"
Suzuki,Ignis,19.45142857,3.571428571,61,1197,petrol,"10,732","10,943","23,465"
MG,TF,32.09,4,98.2,1754.4,petrol,"10,977","11,168","23,441"
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,diesel,"19,708","2,177","23,436"
Volvo,XC90,85.82946154,8,213.1538462,1969,petrol,"14,935","6,840","23,294"
Volvo,940,30.236875,4.5,110,2316,petrol,"17,894","4,187","23,249"
Seat,Alhambra,49.82277778,6,115.8333333,1746.944444,petrol,"15,442","6,261","22,950"
BMW,740i,115.533,8,250,2998,petrol,"19,606","2,089","22,875"
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"15,093","6,383","22,207"
BMW,X3,76.5922,8,184,2396.4,petrol,"12,461","8,572","22,147"
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,"10,444","10,359","21,893"
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,diesel,"15,641","5,372","21,884"
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,"12,816","7,687","21,852"
Jaguar,XK,145.6466667,6,283,5000,petrol,"17,760","2,917","21,626"
Rover,Mini,7.92,4,33.33333333,868.3333333,petrol,"10,721","9,359","21,013"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"12,825","7,137","20,675"
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,diesel,"17,078","2,428","20,668"
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,petrol,"11,519","7,554","20,115"
Kia,Sorento,36.01325,6,151.6666667,2048.666667,petrol,"14,705","4,856","20,098"
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,petrol,"14,343","4,319","19,872"
BMW,Z3,39.7374,4.6,115,2234.4,petrol,"10,572","7,513","19,337"
BMW,Z4,64.109625,6.75,202.125,2778,petrol,"12,207","5,874","19,289"
Subaru,Forester,51.646,0,110,1995,petrol,"12,663","5,085","19,038"
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,petrol,"14,516","3,409","18,902"
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,"12,768","4,834","18,719"
MG,ZS,30.99,0,105,335,automatic,"14,116","3,760","18,420"
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"12,102","5,244","18,279"
BMW,M3,135.1055,6.5,309,3999,petrol,"15,773","1,736","18,132"
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,diesel,"10,636","6,334","17,997"
Toyota,Prius,33.798,0,96,1797.4,petrol,"11,407","4,661","17,987"
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"13,709","3,139","17,640"
Audi,A2,23.0525,5,55,1406,petrol,"7,688","8,631","17,530"
MG,ZT,42.74666667,5,128.5,2548.833333,petrol,"14,496","2,280","17,280"
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,petrol,"6,158","10,140","17,160"
Fiat,Cinquecento,7.712,5,29,899,petrol,"7,498","8,607","17,005"
Hyundai,Matrix,18.513,4.6,76,1599,petrol,"10,293","5,928","16,742"
Kia,Carens,31.195,6,105.875,1755.75,petrol,"11,189","4,658","16,308"
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384,petrol,"5,685","9,819","16,282"
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,"13,673","2,082","16,161"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"9,440","5,707","15,878"
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,diesel,"9,575","5,566","15,618"
Mercedes,SLS,264.675,7,420,6208,petrol,"11,391","3,202","15,407"
Ford,S-MAX,47.52333333,6,128.8888889,1886.555556,diesel,"9,688","5,018","15,267"
Fiat,Multipla,25.2075,5,80.5,1753,petrol,"8,622","5,668","15,158"
Ford,Streetka,26,5,70,1597,petrol,"2,008","11,929","14,771"
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,petrol,"11,175","3,090","14,745"
Honda,HR-V,32.723,3.6,96,1498,petrol,"7,722","6,005","14,587"
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,petrol,"9,467","4,148","14,417"
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,petrol,"11,139","2,422","14,359"
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,diesel,"9,477","4,241","14,334"
